Location,School Management,School Category,Academic Qualification,Professional Qualification,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Total
All India,Madarsa unrecognized,SS (IX-X),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,2,9,11,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,6,9,15,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,5,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Madarsa unrecognized,SS (IX-X),,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,1,5,8,10,2,3,0,0,4,4,8,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,4,5,12,10,1,4,0,0,4,8,12,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,10,26,22,43,44,7,17,0,0,17,43,60,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,3,0,0,4,3,7,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Higher secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4,4,2,1,0,0,2,1,3,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Higher secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,6,5,12,2,3,0,0,6,5,11,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,5,1,10,0,1,0,0,3,1,4,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,7,11,14,0,3,0,0,3,9,12,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,6,6,0,0,6,7,13,0,0,0,0,0
All India,Madarsa unrecognized,SS (VI-X),,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Below Secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Below Secondary,B.Ed. or equivalent,0,0,1,0,1,0,1,2,1,0,0,3,1,4,5,4,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Below Secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,0,0,0,1,1,6,9,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Below Secondary,None,0,0,0,9,0,9,9,11,18,0,9,11,36,47,4,12,0,0,4,21,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Below Secondary,Others,0,0,0,0,0,0,0,4,14,0,2,4,16,20,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Below Secondary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,4,1,4,1,5,10,12,4,19,18,32,50,11,37,0,0,15,56,30,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,B.Ed. or equivalent,0,0,3,6,3,6,9,53,46,79,54,135,106,241,80,121,0,0,159,175,318,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,Diploma/degree in special education,0,0,1,0,1,0,1,10,9,3,11,14,20,34,2,22,0,0,5,33,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,3,7,3,8,11,44,52,45,86,92,145,237,28,123,0,0,73,209,146,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,2,0,3,3,2,7,0,0,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,None,0,11,16,34,16,45,61,85,109,47,141,148,284,432,126,298,0,0,173,439,346,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,Others,0,0,0,8,0,8,8,62,90,29,60,91,158,249,51,104,0,0,80,164,160,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,Pursuing any relevant professional course,0,0,0,1,0,1,1,1,2,0,9,1,12,13,1,15,0,0,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Graduate,,0,0,0,0,0,0,0,4,0,11,23,15,23,38,1,8,0,0,12,31,24,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,1,1,1,1,2,2,2,4,5,7,8,15,2,5,0,0,6,10,12,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,12,2,0,4,12,6,18,5,14,0,0,5,18,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,Diploma/degree in special education,0,0,0,1,0,1,1,2,2,0,8,2,11,13,0,10,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,8,9,20,9,28,37,47,66,17,43,73,129,202,31,133,0,0,48,176,96,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,None,2,3,6,32,8,35,43,40,78,10,68,56,178,234,45,163,0,0,55,231,110,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,Others,0,0,4,4,4,4,8,11,31,6,19,21,54,75,9,29,0,0,15,48,30,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,2,1,2,11,4,12,16,4,7,0,0,6,18,12,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Higher secondary,,0,0,0,0,0,0,0,3,2,9,11,12,13,25,1,10,0,0,10,21,20,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),M.Phil,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),M.Phil,Diploma or certificate in basic teachers training of a duration not less than two years,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),M.Phil,None,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Ph.D,None,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post Doctoral,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post Doctoral,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post Doctoral,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post Doctoral,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,2,0,2,0,2,4,1,5,10,11,11,22,5,14,0,0,10,24,20,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,B.Ed. or equivalent,0,0,2,1,2,1,3,20,26,30,50,52,77,129,63,129,0,0,93,179,186,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,2,3,1,5,3,8,11,3,10,0,0,4,15,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,0,3,0,4,4,15,15,21,49,36,67,103,23,68,0,0,44,117,88,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,3,3,5,3,8,11,3,7,0,0,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,None,0,3,1,4,1,7,8,42,45,26,63,69,112,181,106,215,0,0,132,278,264,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,Others,0,0,1,3,1,3,4,38,58,13,50,52,111,163,37,100,0,0,50,150,100,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,1,3,1,3,4,0,9,0,0,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),Post graduate,,0,0,0,0,0,0,0,1,2,6,8,7,10,17,1,9,0,0,7,17,14,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,2,6,1,1,3,7,10,2,19,0,0,3,20,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,3,1,1,1,4,5,3,9,0,0,4,10,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,Diploma/degree in special education,0,0,0,0,0,0,0,0,2,0,1,0,3,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,Diploma or certificate in basic teachers training of a duration not less than two years,0,1,1,0,1,1,2,7,19,1,5,9,24,33,4,27,0,0,5,32,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,None,0,6,9,9,9,15,24,12,34,6,28,27,71,98,16,89,0,0,22,117,44,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,Others,3,0,2,1,5,1,6,4,18,1,9,7,28,35,7,10,0,0,8,19,16,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,Pursuing any relevant professional course,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (I-VIII),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Below Secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Below Secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,2,14,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,0,7,29,14,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,110,0,0,25,110,50,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,198,0,0,47,198,94,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,0,0,9,46,18,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,56,0,0,13,56,26,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Higher secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,136,0,0,21,136,42,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Higher secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Higher secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,5,11,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Higher secondary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),M.Phil,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,46,0,0,24,46,48,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,0,0,12,49,24,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,0,7,32,14,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,5,22,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),Post graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,0,0,5,37,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Madarsa unrecognized,UPS (VI-VIII),,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,25,17,0,0,25,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,9,5,0,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Graduate,None,0,0,0,0,0,0,0,27,19,0,0,27,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Graduate,Others,0,0,0,0,0,0,0,17,11,0,0,17,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Graduate,,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,2,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Higher secondary,Diploma/degree in special education,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,5,6,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Higher secondary,None,0,0,1,0,1,0,1,36,19,0,0,37,19,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Higher secondary,Others,0,0,0,0,0,0,0,14,13,0,0,14,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Higher secondary,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Ministry of Labor,PS (I-V),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,9,5,0,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
