Location,School Management,School Category,Academic Qualification,Professional Qualification,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Total
All India,Social welfare Department,HSS (VI-XII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,8,9,16,2,3,0,3,6,12,18,6,3,6,6,12
All India,Social welfare Department,HSS (VI-XII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
All India,Social welfare Department,HSS (VI-XII),Post graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,0,0,2,0,2,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,HSS (VI-XII),,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,HSS (XI-XII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Social welfare Department,HSS (XI-XII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6
All India,Social welfare Department,HSS (XI-XII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,7
All India,Social welfare Department,HSS (XI-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Social welfare Department,HSS (XI-XII),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Social welfare Department,HSS (XI-XII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
All India,Social welfare Department,HSS (XI-XII),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Social welfare Department,HSS (XI-XII),Graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Social welfare Department,HSS (XI-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,7,8
All India,Social welfare Department,HSS (XI-XII),Higher secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
All India,Social welfare Department,HSS (XI-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,12
All India,Social welfare Department,HSS (XI-XII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
All India,Social welfare Department,HSS (XI-XII),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
All India,Social welfare Department,HSS (XI-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
All India,Social welfare Department,HSS (XI-XII),Ph.D,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Social welfare Department,HSS (XI-XII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Social welfare Department,HSS (XI-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,102,133,102,235
All India,Social welfare Department,HSS (XI-XII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Social welfare Department,HSS (XI-XII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Social welfare Department,HSS (XI-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,17,14,31
All India,Social welfare Department,HSS (XI-XII),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,7,22,29
All India,Social welfare Department,HSS (XI-XII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,8
All India,Social welfare Department,HSS (XI-XII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
All India,Social welfare Department,PS (I-V),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,2,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,24,3,0,0,24,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Below Secondary,None,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,4,7,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,57,56,0,0,57,56,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Graduate,Diploma/degree in special education,1,3,3,6,4,9,13,12,14,0,0,15,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,2,0,2,0,2,100,69,0,0,102,69,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,3,1,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Graduate,None,0,0,1,0,1,0,1,0,7,0,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Graduate,Others,0,0,1,2,1,2,3,8,6,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,5,2,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,Diploma/degree in special education,0,0,1,0,1,0,1,3,4,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,102,41,0,0,102,41,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,None,0,0,1,0,1,0,1,3,3,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,Others,0,0,0,0,0,0,0,2,8,0,0,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,Pursuing any relevant professional course,1,0,0,1,1,1,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Higher secondary,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,2,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),M.Phil,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,5,1,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Post graduate,B.Ed. or equivalent,0,0,1,0,1,0,1,121,64,0,0,122,64,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Post graduate,Diploma/degree in special education,0,1,3,2,3,3,6,8,7,0,0,11,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,82,34,0,0,82,34,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Post graduate,M.Ed. or equivalent,0,0,0,1,0,1,1,6,2,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Post graduate,None,0,0,1,0,1,0,1,3,5,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Post graduate,Others,0,0,0,0,0,0,0,6,5,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),Post graduate,,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),,B.Ed. or equivalent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),,Diploma/degree in special education,0,0,0,1,0,1,1,1,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,2,0,2,2,6,2,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),,None,0,0,0,3,0,3,3,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),,Others,0,0,0,0,0,0,0,1,3,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,PS (I-V),,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Below Secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,1,2,3,3,4,7,2,1,1,1,5,5,10,3,1,0,0,4,2,6,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,B.Ed. or equivalent,0,0,1,1,1,1,2,3,7,41,21,45,29,74,42,8,46,28,129,57,258,33,38,0,0,79,66,145,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,Diploma/degree in special education,1,0,0,0,1,0,1,1,3,7,4,8,7,15,2,2,6,7,15,13,30,3,2,0,0,9,9,18,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,1,0,1,1,10,11,5,8,15,20,35,7,5,4,4,16,17,32,2,1,0,0,6,5,11,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,M.Ed. or equivalent,0,0,1,0,1,0,1,0,0,1,1,2,1,3,1,2,1,0,3,3,6,2,1,0,0,3,1,4,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,None,0,0,0,0,0,0,0,0,0,1,5,1,5,6,1,0,2,2,4,7,8,0,2,0,0,2,4,6,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,Others,0,0,0,0,0,0,0,1,0,2,7,3,7,10,1,0,18,15,21,22,42,6,6,0,0,24,21,45,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,3,0,0,2,3,2,5,0,0,0,1,0,3,0,2,0,0,0,2,1,3,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Graduate,,0,0,0,0,0,0,0,0,2,0,1,0,3,3,1,0,1,0,2,1,4,1,0,0,0,2,0,2,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,0,2,0,3,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,3,4,0,4,3,7,3,1,0,2,7,3,14,0,1,0,0,0,3,3,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Higher secondary,Diploma/degree in special education,0,0,0,1,0,1,1,0,0,0,1,0,2,2,1,0,2,0,3,1,6,0,0,0,0,2,0,2,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,8,5,4,4,12,9,21,4,4,3,4,11,12,22,1,1,0,0,4,5,9,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Higher secondary,None,0,0,0,1,0,1,1,1,2,1,2,2,5,7,0,1,2,1,3,4,6,0,1,0,0,2,2,4,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Higher secondary,Others,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,6,1,7,1,14,1,1,0,0,7,2,9,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Higher secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,2,1,4,1,0,0,0,2,0,2,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Higher secondary,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (I-X),M.Phil,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0
All India,Social welfare Department,SS (I-X),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,1,7,3,8,5,16,13,2,0,0,20,5,25,0,0,0,0,0
All India,Social welfare Department,SS (I-X),M.Phil,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (I-X),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,10,1,4,0,0,5,8,13,0,0,0,0,0
All India,Social welfare Department,SS (I-X),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (I-X),M.Phil,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Ph.D,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,4,2,5,3,10,2,2,0,0,6,4,10,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,6,0,6,0,6,6,2,25,2,37,4,74,8,7,0,0,33,9,42,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,B.Ed. or equivalent,0,0,1,0,1,0,1,14,11,160,69,175,80,255,131,50,364,134,655,253,1310,256,160,0,0,620,294,914,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,Diploma/degree in special education,1,0,0,0,1,0,1,1,1,2,2,3,3,6,0,2,0,0,2,4,4,3,0,0,0,3,0,3,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,2,5,2,6,4,11,15,0,3,3,3,5,12,10,2,7,0,0,5,10,15,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,7,4,7,4,11,10,2,37,20,54,26,108,21,21,0,0,58,41,99,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,2,6,2,2,0,0,4,2,6,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,Others,0,0,0,0,0,0,0,0,1,4,11,4,12,16,3,0,14,15,21,26,42,8,7,0,0,22,22,44,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,1,0,2,0,3,3,1,0,0,1,1,3,2,1,0,0,0,1,1,2,0,0,0,0,0
All India,Social welfare Department,SS (I-X),Post graduate,,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,2,1,4,0,0,0,0,1,0,1,0,0,0,0,0
All India,Social welfare Department,SS (I-X),,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (I-X),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (I-X),,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (I-X),,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,1,0,1,2,2,2,4,2,0,0,0,3,2,6,3,3,0,0,3,3,6,0,0,0,0,0
All India,Social welfare Department,SS (I-X),,None,0,0,0,0,0,0,0,1,2,0,1,1,3,4,0,0,1,0,1,1,2,0,1,0,0,1,1,2,0,0,0,0,0
All India,Social welfare Department,SS (I-X),,Others,0,0,0,0,0,0,0,1,3,1,1,2,4,6,0,0,0,0,1,1,2,3,1,0,0,3,1,4,0,0,0,0,0
All India,Social welfare Department,SS (I-X),,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (IX-X),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0
All India,Social welfare Department,SS (IX-X),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
All India,Social welfare Department,SS (IX-X),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (IX-X),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (IX-X),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,4,12,16,0,0,0,0,0
All India,Social welfare Department,SS (IX-X),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0
All India,Social welfare Department,SS (IX-X),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3,0,0,0,0,0
All India,Social welfare Department,SS (IX-X),,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Below Secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,3,5,11,10,9,7,0,0,12,10,22,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,94,159,201,213,295,426,95,144,0,0,254,345,599,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,4,7,7,14,5,8,0,0,10,12,22,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,7,5,58,68,116,5,6,0,0,12,11,23,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,6,6,4,0,0,9,7,16,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,4,6,8,2,2,0,0,6,7,13,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,22,21,26,42,3,3,0,0,16,25,41,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,4,4,0,1,0,0,1,3,4,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4,2,8,0,0,0,0,0,1,1,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,4,2,1,3,0,0,2,3,5,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,8,10,18,20,7,13,0,0,15,21,36,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Higher secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,2,1,3,0,0,0,0,0
All India,Social welfare Department,SS (VI-X),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3,1,12,14,24,1,2,0,0,4,3,7,0,0,0,0,0
